epoch,fill_requirement,loss,lr,val_best_iou,val_loss
0,True,0.24795280063281888,1e-04,0.8731249999999999,0.5836994916200637
1,True,0.27297487352853234,1e-04,0.8681249999999998,0.657250365614891
2,True,0.28316454783729883,1e-04,0.8643750000000001,0.6007058501243592
3,True,0.27668805229275123,1e-04,0.86875,0.5911419495940209
4,True,0.27856266922924827,1e-04,0.8590625,0.5714403629302979
5,True,0.27625062297219816,1e-04,0.8659375,0.5894275560975075
6,True,0.25004435780903567,6.9999995e-05,0.883125,0.5779524356126785
7,True,0.2505702546433262,6.9999995e-05,0.8778124999999999,0.5694361969828605
8,True,0.2427305023631324,6.9999995e-05,0.8731249999999999,0.6195756703615188
9,True,0.25030025334461875,6.9999995e-05,0.8728125,0.596447890996933
10,True,0.23574470735114553,6.9999995e-05,0.8746875000000001,0.6378574579954147
11,True,0.24916050476224527,6.9999995e-05,0.8571875,0.6009679675102234
12,True,0.2354320747696835,4.8999995e-05,0.8790624999999999,0.5997891694307327
13,True,0.23193455775794775,4.8999995e-05,0.87375,0.547526890039444
14,True,0.22984786836997323,4.8999995e-05,0.8778124999999999,0.6218366235494613
15,True,0.22959352411005807,4.8999995e-05,0.8724999999999999,0.5419964104890823
16,True,0.22713133346127426,4.8999995e-05,0.8803125000000002,0.586215540766716
17,True,0.22600377189076465,3.4299996e-05,0.8821875,0.5968724489212036
18,True,0.2222048625997875,3.4299996e-05,0.8775000000000001,0.6027476936578751
19,True,0.22388072801025016,3.4299996e-05,0.8740624999999997,0.5981975749135018
20,True,0.22509493892607482,3.4299996e-05,0.8821875,0.5903577119112015
21,True,0.22294000205786332,3.4299996e-05,0.866875,0.8048928663134575
22,True,0.2249650880046513,2.4009996e-05,0.8840625,0.5883644223213196
23,True,0.22001116884791333,2.4009996e-05,0.88125,0.5551228523254395
24,True,0.22081701681017876,2.4009996e-05,0.878125,0.5932906106114387
25,True,0.2163190205136071,2.4009996e-05,0.87625,0.5893046289682389
26,True,0.21766456624735955,2.4009996e-05,0.875625,0.6695337444543839
27,True,0.21697300306480863,2.4009996e-05,0.8731249999999999,0.6476261556148529
28,True,0.214274833480949,1.6806996e-05,0.8712499999999999,0.645466972887516
29,True,0.21333436573977055,1.6806996e-05,0.8778124999999999,0.6489764809608459
30,True,0.21402004037214362,1.6806996e-05,0.8799999999999999,0.6493483752012252
31,True,0.21205926880888318,1.6806996e-05,0.8793749999999999,0.6500085547566414
32,True,0.21242986204831496,1.6806996e-05,0.8778124999999999,0.6592646196484566
33,True,0.2120881588238737,1.1764898e-05,0.8815624999999999,0.6518391504883766
34,True,0.21143109089006548,1.1764898e-05,0.8803125000000002,0.6594635710120201
35,True,0.2134754034164159,1.1764898e-05,0.8790625000000001,0.6577895328402519
36,True,0.21053941946314728,1.1764898e-05,0.8821875,0.62568529099226
37,True,0.20890265214054482,1.1764898e-05,0.8793749999999999,0.5837383821606636
38,True,0.20888069848651472,8.235428e-06,0.8765625,0.5878403186798096
39,True,0.20743656109856523,8.235428e-06,0.8771875,0.598541222512722
40,True,0.2069270756257617,8.235428e-06,0.8793749999999999,0.6010770857334137
41,True,0.2097578671315442,8.235428e-06,0.87625,0.6289272800087928
42,True,0.20674554495059927,8.235428e-06,0.87375,0.5947523564100266
