epoch,loss,lr,val_best_iou,val_loss
0,3.4671221993540824,0.001,0.6156089193825043,2.3461936485297072
1,2.070274460066524,0.001,0.5873070325900515,2.2499791242655105
2,1.8318793605123398,0.001,0.6795883361921098,1.5973550107834884
3,1.5666390536325718,0.001,0.704802744425386,1.546384777049462
4,1.4030919524740477,0.001,0.6497427101200686,1.7411695753526115
5,1.3945491893669697,0.001,0.7336192109777016,1.3128244912644806
6,1.172865718588087,0.001,0.7289879931389366,1.266363844863342
7,1.1219592347273162,0.001,0.6624356775300172,1.9448842851007373
8,1.374299833597131,0.001,0.7440823327615781,1.2493542864228604
9,1.2393012381823005,0.001,0.6267581475128644,1.589989748459124
10,1.1888257047389235,0.001,0.6401372212692967,1.4497618871528535
11,1.3262807528177898,0.001,0.669982847341338,1.9331791220970873
12,1.3448871169850571,0.001,0.4945111492281304,3.292586241537261
13,1.4271321802335255,0.001,0.7049742710120068,1.2695404632627247
14,1.0358657844196868,0.00070000003,0.7478559176672385,1.140161162584151
15,1.065081146754581,0.00070000003,0.772041166380789,1.1363982078755086
16,0.9426835451441005,0.00070000003,0.7854202401372212,1.0870807117704258
17,1.0359763845607246,0.00070000003,0.7516295025728988,1.0989024099313989
18,0.8950831934344728,0.00070000003,0.7943396226415095,0.9958911559594025
19,0.915952902243232,0.00070000003,0.7037735849056604,1.7276309996485506
20,0.9327022451879183,0.00070000003,0.7895368782161234,0.9856289872583354
21,0.8139370286644053,0.00070000003,0.7855917667238422,1.0248930135272174
22,0.8711105327010095,0.00070000003,0.18696397941680962,6.319042806968885
23,0.8567589774199668,0.00070000003,0.7701543739279588,0.9804528675602804
24,0.7539451303090108,0.00049,0.7926243567753001,0.8292292886082958
25,0.6885000103160154,0.00049,0.797770154373928,0.8373920835720736
26,0.6709645825492653,0.00049,0.7981132075471699,0.7747324234829963
27,0.6582509627441415,0.00049,0.7813036020583191,0.8362687983602848
28,0.6710898178846538,0.00049,0.7813036020583192,0.9212289365650654
29,0.7194210060928659,0.00049,0.8049742710120068,0.7069024890405645
30,0.649824094160824,0.00049,0.8001715265866209,0.8525474615407849
31,0.6517933544023921,0.00049,0.8075471698113208,0.7028312462271793
32,0.6165678901171836,0.00049,0.7967409948542024,0.7802439562043441
33,0.6066978281824851,0.00049,0.7994854202401372,0.7222579118522526
34,0.5985247274998233,0.00049,0.8029159519725558,0.6948636696125999
35,0.5981016785800186,0.00049,0.8003430531732418,0.7912912749099077
36,0.7169297838059384,0.00049,0.7890222984562607,0.9672834038938911
37,0.694552187334344,0.000343,0.7849056603773585,0.8349857861958891
38,0.6202899052749363,0.000343,0.8168096054888507,0.7817047190298143
39,0.5904341263144134,0.000343,0.8183533447684391,0.6983521037813321
40,0.5573448587713441,0.000343,0.8116638078902231,0.7899728181227198
41,0.5506777484573693,0.000343,0.8027444253859348,0.7570974487894395
42,0.5405305802256342,0.000343,0.811663807890223,0.7852490483998843
43,0.5263298528700974,0.000343,0.8188679245283018,0.7215723210297155
44,0.563084184437295,0.000343,0.8130360205831904,0.6749613448645198
45,0.49758145861056047,0.000343,0.46569468267581476,7.477118943608645
46,0.5224702029586693,0.000343,0.8097770154373929,0.695692810349767
47,0.4995933753377823,0.000343,0.814236706689537,0.6833599885577403
48,0.5015987078764096,0.000343,0.7137221269296742,1.125230197841062
49,0.49594229464276707,0.0002401,0.7987993138936536,0.7713700093290614
50,0.4821824741089066,0.0002401,0.8228130360205833,0.6520741918279213
51,0.44278926999174345,0.0002401,0.8180102915951972,0.6271519276535531
52,0.45406104240720346,0.0002401,0.8271012006861064,0.5868739541971458
53,0.44268522630144247,0.0002401,0.8236706689536878,0.5975131236055089
54,0.45249970684169,0.0002401,0.8058319039451114,0.7611305406940126
55,0.44661500042741326,0.0002401,0.7379073756432247,1.2071414525472075
56,0.4289560436684833,0.0002401,0.8176672384219554,0.6569232188203527
57,0.421969600949494,0.0002401,0.8157804459691252,0.6284691187366204
58,0.40607477653078344,0.00016807,0.8234991423670668,0.5645094208202067
59,0.3910021132156727,0.00016807,0.8283018867924528,0.6241472519895839
60,0.3849082528690154,0.00016807,0.7993138936535163,0.5989017372065916
61,0.37876017407782087,0.00016807,0.8195540308747856,0.6535793123686907
62,0.38706167328903,0.00016807,0.7012006861063464,0.7214925043783302
63,0.3744644822826846,0.00016807,0.7874785591766724,0.6554451377273219
64,0.3777742653793245,0.00016807,0.8283018867924529,0.6952350736686745
65,0.3683605153434483,0.000117649,0.8298456260720413,0.6145169088811858
66,0.37749079439503536,0.000117649,0.8317324185248713,0.626688832484224
67,0.3534186360848789,0.000117649,0.8327615780445969,0.6253743372078008
68,0.35696649158962757,0.000117649,0.8353344768439108,0.5581792034783862
69,0.36200041618898976,0.000117649,0.8267581475128645,0.5599872329836235
70,0.3474029760480854,0.000117649,0.8307032590051459,0.5679852373604095
71,0.34691380862815085,0.000117649,0.832418524871355,0.5721283695096626
72,0.3412511208093998,0.000117649,0.8301886792452831,0.5879554310957318
73,0.35174196635931654,0.000117649,0.8283018867924528,0.5802012769885578
74,0.34452012406687876,8.2354294e-05,0.8245283018867924,0.6060106243113915
75,0.3399047794834864,8.2354294e-05,0.8130360205831904,0.6908478270673015
76,0.33301562742248975,8.2354294e-05,0.8308747855917666,0.5910057755727097
77,0.32883269594171416,8.2354294e-05,0.8274442538593482,0.601485164046901
78,0.3228623337135596,8.2354294e-05,0.830531732418525,0.5941237863504661
79,0.32171537768421876,5.7648005e-05,0.832418524871355,0.5531943825873871
80,0.31757518098978615,5.7648005e-05,0.8260720411663808,0.5935085077432989
81,0.3222116832057599,5.7648005e-05,0.8308747855917666,0.5942195214292811
82,0.3204748473943369,5.7648005e-05,0.8295025728987994,0.5838078446494572
83,0.3119813390034781,5.7648005e-05,0.8319039451114922,0.551243782043457
84,0.30917590420336166,4.0353603e-05,0.8288164665523156,0.5684991099617698
85,0.30474635200597755,4.0353603e-05,0.8358490566037735,0.5517847730201473
86,0.3016513489110776,4.0353603e-05,0.8291595197255575,0.5834712426004034
87,0.30633719826267064,4.0353603e-05,0.837392795883362,0.5782745759646644
88,0.30312623599256205,4.0353603e-05,0.8372212692967409,0.5873335822777723
89,0.3002241609265777,4.0353603e-05,0.8353344768439108,0.591873641284007
90,0.30146351331149185,4.0353603e-05,0.8337907375643225,0.5573917895197664
91,0.29894694892683377,4.0353603e-05,0.8319039451114922,0.6284276842048606
92,0.3026972145043779,4.0353603e-05,0.8370497427101201,0.5886599416389269
93,0.2994525429908283,2.8247523e-05,0.8370497427101201,0.5518477310651776
94,0.2957993452761205,2.8247523e-05,0.8397941680960549,0.5434677682650846
95,0.29315906811378034,2.8247523e-05,0.837392795883362,0.5598738684253464
96,0.29186906302551857,2.8247523e-05,0.839622641509434,0.5472115611539288
97,0.28998667301161896,2.8247523e-05,0.8368782161234991,0.570324512125084
98,0.29036328922097615,2.8247523e-05,0.8355060034305317,0.5780675722027315
99,0.29081806103520885,2.8247523e-05,0.8380789022298456,0.5534636348639304
100,0.28726203444268167,1.9773266e-05,0.8408233276157805,0.557207395854577
101,0.2878437309051829,1.9773266e-05,0.8406518010291596,0.5613024909541292
102,0.2880690821454848,1.9773266e-05,0.8406518010291596,0.5525977570646623
103,0.2869539186952813,1.9773266e-05,0.8379073756432247,0.5677768873309599
104,0.28808412078316975,1.9773266e-05,0.8420240137221269,0.5831238687754087
105,0.28528518478978493,1.9773266e-05,0.8427101200686107,0.5900280835493555
106,0.2867446357037676,1.9773266e-05,0.839622641509434,0.5507526982505366
107,0.2858969911783979,1.9773266e-05,0.8406518010291596,0.5217246543072918
108,0.2847231804156898,1.9773266e-05,0.839622641509434,0.5307193485377788
109,0.28282126348710573,1.9773266e-05,0.8382504288164666,0.5271096507640073
110,0.2840441445605894,1.9773266e-05,0.842024013722127,0.5267696073901796
111,0.2815194014803299,1.3841286e-05,0.8406518010291596,0.5271542685723019
112,0.2828359825285134,1.3841286e-05,0.8409948542024014,0.5184455257337253
113,0.2825826333199416,1.3841286e-05,0.846655231560892,0.521878964291633
114,0.2800164230030185,1.3841286e-05,0.8409948542024014,0.5250116629625062
115,0.2810955139214278,1.3841286e-05,0.8406518010291596,0.5472708055126524
116,0.2809008151355999,1.3841286e-05,0.8409948542024013,0.5453927169328693
117,0.28031185679088805,1.3841286e-05,0.839451114922813,0.5166096756838607
118,0.2811430355496904,1.3841286e-05,0.8389365351629503,0.5286650126017183
119,0.27796424960688026,9.6889e-06,0.8408233276157805,0.5240811880415954
120,0.2783911769515057,9.6889e-06,0.8420240137221269,0.5256676996960649
121,0.27926320864235066,9.6889e-06,0.8421955403087479,0.5244580120819511
122,0.27757699719754225,9.6889e-06,0.8428816466552316,0.5359494669768659
123,0.2774204655776033,9.6889e-06,0.839622641509434,0.527502607522248
124,0.2760195216843182,6.78223e-06,0.8401372212692968,0.5231049735591097
125,0.27827284902583993,6.78223e-06,0.8375643224699828,0.5440220231666368
126,0.2825259915445352,6.78223e-06,0.8401372212692968,0.5247464805688089
127,0.27819722006384273,6.78223e-06,0.8401372212692967,0.5231193870459372
128,0.2758830329688236,6.78223e-06,0.8399656946826759,0.5139290149584029
129,0.27738266178156334,4.747561e-06,0.8387650085763293,0.5175727710102271
130,0.2757076300010288,4.747561e-06,0.8406518010291595,0.5184186003833856
131,0.2767140998071605,4.747561e-06,0.8408233276157804,0.5241601700234781
132,0.27546002373880274,4.747561e-06,0.8416809605488852,0.5239614867836901
133,0.273856436184268,4.747561e-06,0.8408233276157804,0.5243140591969825
134,0.27368868320298584,3.3232927e-06,0.8411663807890224,0.5173897771851685
135,0.2748477713084637,3.3232927e-06,0.8409948542024014,0.5156436117803662
136,0.2723401720705844,3.3232927e-06,0.8413379073756432,0.5169910816140281
137,0.27470651828711845,3.3232927e-06,0.839622641509434,0.5182792396120101
138,0.27497531516370444,3.3232927e-06,0.8397941680960549,0.520484559940842
139,0.27413651709043535,2.3263049e-06,0.8384219554030875,0.5175407902045275
140,0.272239791429682,2.3263049e-06,0.8413379073756432,0.5201047926783358
141,0.2715223498486707,2.3263049e-06,0.8421955403087479,0.5209174528334602
142,0.27409210669913703,2.3263049e-06,0.8423670668953688,0.5228040799064048
143,0.2735810235788229,2.3263049e-06,0.8416809605488852,0.520128722869716
144,0.27296941941595554,1.6284134e-06,0.841852487135506,0.5218768238407875
145,0.2738855778418634,1.6284134e-06,0.8425385934819898,0.5201632363105106
146,0.27373199978465085,1.6284134e-06,0.8425385934819897,0.5243500767604768
147,0.2707391691053803,1.6284134e-06,0.8415094339622642,0.5230633460023595
148,0.2713356185104466,1.6284134e-06,0.8408233276157805,0.5217252489224102
