epoch,loss,lr,val_loss
0,2.3298773677208846,0.001,3.5272360610961915
1,1.8551671253933626,0.001,4.4706736755371095
2,1.757301082611084,0.001,2.5459158706665037
3,1.5770633601441102,0.001,1.4136008818944295
4,1.4486360732246848,0.001,1.2583613268534342
5,1.4217116644803216,0.001,1.4496999136606852
6,1.264819412021076,0.001,1.0420903038978577
7,1.1977750741734223,0.001,1.1020250701904297
8,1.1343063095737906,0.001,1.3477374815940857
9,1.1379464298837325,0.001,1.045185018380483
10,1.0726274376055773,0.001,1.171332035859426
11,1.035819754600525,0.001,1.5497402906417848
12,0.9765612430432263,0.000100000005,0.7902126562595367
13,0.904641743477653,0.000100000005,0.7842076814174652
14,0.8786125869260115,0.000100000005,0.7682452245553335
15,0.8607232107835657,0.000100000005,0.7598755669593811
16,0.8303647933286779,0.000100000005,0.7442072514692942
17,0.8180676051448373,0.000100000005,0.7344485618670782
18,0.8060436571696226,0.000100000005,0.7675803234179814
19,0.8003093843249713,0.000100000005,0.7495293484131496
20,0.7812985725262586,0.000100000005,0.6739978537956873
21,0.7771691751129487,0.000100000005,0.6983551388978958
22,0.7636294305324555,0.000100000005,0.707100875377655
23,0.7555706899656969,0.000100000005,0.6808674428860346
24,0.7305218464837355,0.000100000005,0.6890750161806742
25,0.7232308855126885,0.000100000005,0.6923810897270838
26,0.6808861617831623,1.0000001e-05,0.6726433271169663
27,0.6858439700393115,1.0000001e-05,0.6652469025055567
28,0.6709728032701155,1.0000001e-05,0.6611169115702311
29,0.6723951262586257,1.0000001e-05,0.6630139396588007
30,0.6640327334403991,1.0000001e-05,0.6650271024306615
31,0.665333112022456,1.0000001e-05,0.6706472794214885
32,0.6763829900937922,1.0000001e-05,0.6666753727197647
33,0.6613206710184322,1.0000001e-05,0.6660065484046936
34,0.6607428639075336,1.0000001e-06,0.6653219348192215
35,0.6536091748756521,1.0000001e-06,0.6653964138031006
36,0.6630134230852127,1.0000001e-06,0.6649093371629715
37,0.651805474617902,1.0000001e-06,0.6645465803146362
38,0.6522828751451829,1.0000001e-06,0.6652396400769551
