epoch,loss,lr,val_loss
0,2.335758501922383,0.001,5.299474417368571
1,1.906787221431732,0.001,2.374082384109497
2,1.745073867966147,0.001,2.542202939987183
3,1.6920620569060831,0.001,1.7028877862294516
4,1.5570471453666688,0.001,1.9329423300425213
5,1.3967829715504365,0.001,3.4936801115671794
6,1.3411007497591132,0.001,1.9599050998687744
7,1.2691161521042094,0.001,1.1886454216639202
8,1.268138448560939,0.001,4.078052762349446
9,1.2004081266767839,0.001,1.0781812175114949
10,1.1332138436682084,0.001,1.010428064664205
11,1.1573083629327663,0.001,1.8629748821258545
12,1.0767329652870403,0.001,1.2574376185735068
13,1.0126455167461843,0.001,1.107763253847758
14,0.9791549977134256,0.001,1.0624281978607177
15,0.9377297399324529,0.001,1.1390881458918254
16,0.8021815623956569,0.000100000005,0.8012616157531738
17,0.7772413910487119,0.000100000005,0.7833755842844645
18,0.7497082129296134,0.000100000005,0.7744468331336976
19,0.7451283941549414,0.000100000005,0.7885550038019816
20,0.7341793695267509,0.000100000005,0.8607711521784465
21,0.7373992828411214,0.000100000005,0.7723226881027222
22,0.7159980327942792,0.000100000005,0.8370047640800476
23,0.7156162971959394,0.000100000005,0.7663772257169088
24,0.7057515325616388,0.000100000005,0.7870097756385803
25,0.6886273494187524,0.000100000005,0.8267478346824646
26,0.6843533717183505,0.000100000005,0.8196108937263489
27,0.6868374853625017,0.000100000005,0.7765085204442342
28,0.6646083452421077,0.000100000005,0.7765183671315511
29,0.6586894241150688,1.0000001e-05,0.7761381697654725
30,0.6496616133521584,1.0000001e-05,0.7708633279800415
31,0.6439578784914578,1.0000001e-05,0.7679118124643961
32,0.6246612056914498,1.0000001e-05,0.767738135655721
33,0.6331524220985525,1.0000001e-05,0.7616008361180623
34,0.6294891042569104,1.0000001e-05,0.7768540294965108
35,0.6361219027813743,1.0000001e-05,0.7697195426623027
36,0.6279313659317354,1.0000001e-05,0.7739106710751852
37,0.6212611916135339,1.0000001e-05,0.7726940059661865
38,0.6342701239095014,1.0000001e-05,0.7776232393582662
39,0.6181807333581588,1.0000001e-06,0.7741347098350525
40,0.6167104090311948,1.0000001e-06,0.7719231073061625
41,0.6296712595224381,1.0000001e-06,0.7759103846549987
42,0.6246525681369445,1.0000001e-06,0.7750289527575175
43,0.6307963817961075,1.0000001e-06,0.7762597306569418
