epoch,loss,lr,val_loss
0,2.318043420455035,0.001,3.6070212173461913
1,2.0484310237099144,0.001,3.6959778849283853
2,1.8438588188676273,0.001,2.4946285120646157
3,1.7157710877586814,0.001,2.2082159010569256
4,1.668603543954737,0.001,1.6488407786687216
5,1.5722453824211569,0.001,1.9773850917816163
6,1.517403248758877,0.001,1.3693799567222595
7,1.4891288126216216,0.001,1.1804036259651185
8,1.3010127830505371,0.001,1.511332613627116
9,1.217621743889416,0.001,1.0677774635950725
10,1.2123155351947337,0.001,1.845750478108724
11,1.158651350035387,0.001,1.0866909670829772
12,1.1177633670498344,0.001,1.21876616080602
13,1.04840399258277,0.001,1.2109359407424927
14,1.046840871782864,0.001,3.66623859723409
15,0.9187860924356124,0.000100000005,0.8283487923940023
16,0.8409094124331193,0.000100000005,0.7806582045555115
17,0.8401335430495879,0.000100000005,0.7661164736747742
18,0.8078591686136583,0.000100000005,0.7779406348864237
19,0.7936329187365139,0.000100000005,0.7758761819203694
20,0.7748687922253328,0.000100000005,0.7855966687202454
21,0.7764965026518877,0.000100000005,0.7863418610890707
22,0.7565690380685469,0.000100000005,0.7698576331138611
23,0.7343448596842149,1.0000001e-05,0.7549569574991862
24,0.7318678091554081,1.0000001e-05,0.7486400230725606
25,0.7207918815402423,1.0000001e-05,0.7513391359647115
26,0.7159898261462941,1.0000001e-05,0.7584434580802918
27,0.7105537983950446,1.0000001e-05,0.7539512483278911
28,0.7217955773718217,1.0000001e-05,0.768404537041982
29,0.7187917558936512,1.0000001e-05,0.7614239637056986
30,0.7111429889763102,1.0000001e-06,0.7603066722551982
31,0.712858070100055,1.0000001e-06,0.7612160340944926
32,0.7114760987898883,1.0000001e-06,0.7600825730959574
33,0.7253962786057416,1.0000001e-06,0.7575967439015706
34,0.7131310923309887,1.0000001e-06,0.7587254571914673
