epoch,loss,lr,val_loss
0,2.192836556715124,0.001,2.201532457669576
1,1.765796397153069,0.001,1.8262888018290202
2,1.6370813248437994,0.001,4.3864548174540205
3,1.510351341121337,0.001,1.4447850394248962
4,1.3600972679082086,0.001,1.867978170712789
5,1.286335836719064,0.001,1.780786188443502
6,1.2268601043785319,0.001,1.2937744665145874
7,1.1783156998017255,0.001,1.163729817867279
8,1.1751136400419122,0.001,1.1399542649586996
9,1.0817336295632756,0.001,1.1597953502337137
10,1.0818279696212096,0.001,1.4975715947151185
11,0.9978516756787019,0.001,1.3303980032602947
12,0.9870261481930228,0.001,1.7449916410446167
13,0.932721542190103,0.001,0.9907575956980388
14,0.887771296395975,0.001,0.9822805698712667
15,0.9025921817386852,0.001,2.063613222440084
16,0.8751260491329081,0.001,0.8738150894641876
17,0.8575109000766978,0.001,0.893475528160731
18,0.817122675986851,0.001,0.86880229194959
19,0.7735768121130326,0.001,0.8292563184102376
20,0.7795985950441922,0.001,0.8794107699394226
21,0.7427029130739324,0.001,0.873072395324707
22,0.7372328569608576,0.001,0.8852613687515258
23,0.7152566846328623,0.001,0.8701173098882039
24,0.7455419932393467,0.001,0.854468975464503
25,0.6255998445609037,0.000100000005,0.7518625005086264
26,0.5748686191264321,0.000100000005,0.713459659020106
27,0.5593002166116939,0.000100000005,0.6937662676970164
28,0.5498525960305157,0.000100000005,0.6799490439891815
29,0.5258498979316039,0.000100000005,0.6930634478727976
30,0.5115261001096052,0.000100000005,0.6928769461313884
31,0.5109198072026757,0.000100000005,0.7048117562135061
32,0.49487321615219115,0.000100000005,0.7085379012425741
33,0.48473637871882497,0.000100000005,0.7037439787387848
34,0.46402603487758076,1.0000001e-05,0.6984217552344004
35,0.4727939516656539,1.0000001e-05,0.6964227104187012
36,0.47466403330073637,1.0000001e-05,0.70010946114858
37,0.47406228728154126,1.0000001e-05,0.6982695496082306
38,0.46887776942814097,1.0000001e-05,0.699462023973465
