epoch,loss,lr,val_loss
0,2.1908746159777923,0.001,3.544275677998861
1,1.7183671989160425,0.001,3.5460424709320066
2,1.5457634454614977,0.001,1.4877964941660564
3,1.4806183951041278,0.001,5.310204950968425
4,1.4246289350004757,0.001,1.7406289768218994
5,1.2600016935432659,0.001,1.4517258421579997
6,1.1875822513944962,0.001,1.545738205909729
7,1.0800044309391694,0.001,1.2622154998779296
8,1.0515308436926674,0.001,1.29347736676534
9,1.0127970692690682,0.001,1.1817310412724813
10,0.9814396237625795,0.001,1.0636602814992269
11,0.9797903665374307,0.001,1.5684578625361125
12,0.9612762329858892,0.001,1.6790985139211019
13,0.9110403129984351,0.001,0.9876434564590454
14,0.9281609018409953,0.001,1.0450185902913411
15,0.9024983490214629,0.001,2.0046156533559163
16,0.8456893788716372,0.001,0.9574843947092692
17,0.8204410468480167,0.001,0.9685854848225911
18,0.8263693597386865,0.001,0.9355590391159058
19,0.8348914434629328,0.001,1.0776807896296183
20,0.8282325427672442,0.001,3.5174249394734702
21,0.8051316431690665,0.001,0.9246993716557821
22,0.8074221385577146,0.001,1.2054163853327433
23,0.7713609035576091,0.001,3.154037103652954
24,0.7312758091618033,0.001,1.1547911437352498
25,0.744637173203861,0.001,0.8737558158238729
26,0.7144973081700942,0.001,1.3029667234420776
27,0.7377598241848105,0.001,2.2962750562032066
28,0.6779544340161716,0.001,1.4056019353866578
29,0.7059006091075785,0.001,1.0118936570485433
30,0.6916420520754422,0.001,4.663965536753337
31,0.6513371673401664,0.000100000005,0.810271725654602
32,0.5764267562768038,0.000100000005,0.7608730888366699
33,0.5349183097657035,0.000100000005,0.7719424851735432
34,0.5147569276655422,0.000100000005,0.7618978357315064
35,0.5211898746209986,0.000100000005,0.752548967997233
36,0.5117424768209458,0.000100000005,0.784241852760315
37,0.49612120382926045,0.000100000005,0.7661818679173787
38,0.48648406563436286,0.000100000005,0.7746364959081014
39,0.4737852799366502,0.000100000005,0.769641702969869
40,0.46303382796399734,0.000100000005,0.7870031913121541
41,0.4594755797526416,1.0000001e-05,0.7589252185821533
42,0.45911080665448134,1.0000001e-05,0.7511325550079345
43,0.4504813113633324,1.0000001e-05,0.7535078843434652
44,0.4471266053178731,1.0000001e-05,0.7565478690465292
45,0.44464273533400367,1.0000001e-05,0.7564707628885905
46,0.44507581889629366,1.0000001e-05,0.7584213511149088
47,0.4432995107769966,1.0000001e-05,0.7583543650309245
48,0.43598738586201385,1.0000001e-06,0.7593302075068156
49,0.4519117662485908,1.0000001e-06,0.7590361595153808
50,0.44243093006751116,1.0000001e-06,0.7596872727076213
51,0.4379939739493763,1.0000001e-06,0.7570005464553833
52,0.4385682108822991,1.0000001e-06,0.7564583381017049
