epoch,loss,lr,val_loss
0,2.2773550389794743,0.001,2.8373307609558105
1,1.9226955635407392,0.001,1.9469440650939942
2,1.7657132380148943,0.001,1.677842173576355
3,1.652722338508157,0.001,1.909466832478841
4,1.6876905502992519,0.001,2.21633230527242
5,1.4804361122495988,0.001,1.5705919853846233
6,1.3613054574938381,0.001,1.4174068641662598
7,1.359444268871756,0.001,2.8497839228312176
8,1.2967776823043824,0.001,1.301100713411967
9,1.2692202783332152,0.001,1.6719074662526447
10,1.1627931263166316,0.001,1.1293781685829163
11,1.1389891714909497,0.001,1.9884159755706787
12,1.1009880176712485,0.001,1.193758132457733
13,1.0748759082485648,0.001,0.9987728746732076
14,1.0273686415307661,0.001,1.6853558397293091
15,0.9918718828874475,0.001,1.2594827612241108
16,0.9796929984232958,0.001,1.0566214656829833
17,0.945772543759907,0.001,0.9752515904108683
18,0.935171461946824,0.001,0.972475913365682
19,0.9150986933357576,0.001,0.8986105140050252
20,0.90058248193825,0.001,1.037021979490916
21,0.8926840842471403,0.001,0.9299588942527771
22,0.8607544781179989,0.001,0.9520717533429464
23,0.8359198139695561,0.001,0.9401805885632832
24,0.8204790400056278,0.001,0.9324566872914632
25,0.7381447247547261,0.000100000005,0.7592648045221965
26,0.6881075178174412,0.000100000005,0.7670120994249979
27,0.6732303114848979,0.000100000005,0.7616993308067321
28,0.6545862055876676,0.000100000005,0.7504494118690491
29,0.643064467661521,0.000100000005,0.7594148008028666
30,0.6244376152403215,0.000100000005,0.7409677330652873
31,0.6251049255272921,0.000100000005,0.7179529162247976
32,0.624139584793764,0.000100000005,0.7343735734621684
33,0.616081462467418,0.000100000005,0.7428238081932068
34,0.6079221078578163,0.000100000005,0.7424666531880697
35,0.601693085642422,0.000100000005,0.7632697868347168
36,0.5917506127497729,0.000100000005,0.7562227169672648
37,0.5746009445891661,1.0000001e-05,0.7407978812853495
38,0.5588709858235191,1.0000001e-05,0.7366234238942464
39,0.5639207354012657,1.0000001e-05,0.7395643369356791
40,0.5683461486592012,1.0000001e-05,0.7423870587348937
41,0.5595936420735191,1.0000001e-05,0.7446316607793172
