epoch,iou_metric,loss,lr,val_iou_metric,val_loss
0,0.09257778836249866,2.317296652513392,0.001,0.15223513185977935,1.9750734774271648
1,0.17841575228992632,1.6258708326956806,0.001,0.1578351064523061,1.5487148666381836
2,0.2183024646867724,1.4068171305516186,0.001,0.21044104993343354,1.3219814236958822
3,0.24659309944685767,1.2688219819349402,0.001,0.28136188864707945,1.1936087481180826
4,0.2653418035191648,1.1662595229990342,0.001,0.248983949025472,1.1828706932067872
5,0.27644780996967766,1.0976083514620276,0.001,0.2680771936972936,1.2087623635927836
6,0.28703684792799106,1.0249856020422543,0.001,0.3122644817829132,1.005981547832489
7,0.29274302812183606,1.0051205833519206,0.001,0.2948870873451233,1.0984542727470399
8,0.30393216238302345,0.9531734287037569,0.001,0.3031173253059387,1.1366345032056173
9,0.30554875314235685,0.9048650548387976,0.001,0.31606857816378275,0.9976823210716248
10,0.3151948857307434,0.870598829108126,0.001,0.3153205021222432,1.0275848778088887
11,0.3246241993413252,0.829262936500942,0.001,0.32277414838473,0.9523181494077047
12,0.3275388682765119,0.8095783220319187,0.001,0.3377067518234253,0.9902238655090332
13,0.3329664772924255,0.8042595502558877,0.001,0.3471851301193237,0.9339555509885152
14,0.33292248319177065,0.7861569050830953,0.001,0.3290405066808065,0.9517827868461609
15,0.34005072723416724,0.7516524620967753,0.001,0.34886580586433413,0.9367054549853007
16,0.3291526030091678,0.7936333147217246,0.001,0.3338785747687022,0.9533796970049541
17,0.3426611675059094,0.7376949502089444,0.001,0.3410816160837809,0.9664488816261292
18,0.3483016439045177,0.7216426670200684,0.001,0.32481782833735146,1.0762533315022786
19,0.3645844613804537,0.5820855324759203,0.000100000005,0.34831385254859926,0.9008632977803548
20,0.3694889411154915,0.5530425379206153,0.000100000005,0.3554773139953613,0.8986317086219787
21,0.3724074494488099,0.5285979467455079,0.000100000005,0.3577046740055084,0.8935587517420451
22,0.37384585391072667,0.5076910239107468,0.000100000005,0.3592909952004751,0.8832024415334065
23,0.3737766242027283,0.5053702982734232,0.000100000005,0.3486412250995636,0.929207493464152
24,0.37412801027297976,0.49185759351534003,0.000100000005,0.3569353195031484,0.8836214900016784
25,0.3768772068795036,0.4852305355843376,0.000100000005,0.35793445984522504,0.8973621153831481
26,0.3764160209543565,0.4706592945491566,0.000100000005,0.34654821594556173,0.9139208420117696
27,0.3802669400327346,0.46476347721674865,0.000100000005,0.35086549321810406,0.9211374592781066
28,0.3800618805955438,0.4401152239827549,1.0000001e-05,0.3474064815044403,0.9175718514124552
29,0.383014933572096,0.4351446718503447,1.0000001e-05,0.34782004078229267,0.9211643449465434
30,0.3827823276028914,0.4357904385643847,1.0000001e-05,0.3507250738143921,0.9303979961077372
31,0.3811071543483173,0.4368203085135011,1.0000001e-05,0.350307803551356,0.9297566151618958
32,0.383164699568468,0.4312685715275652,1.0000001e-05,0.35094566623369855,0.9267424209912618
33,0.38208133848274456,0.4356679672353408,1.0000001e-06,0.35447950681050616,0.9272130338350931
34,0.38135078601977407,0.432651168300825,1.0000001e-06,0.354335918823878,0.9265827258427938
35,0.3824159438469831,0.4330899160574464,1.0000001e-06,0.351646230618159,0.9285397108395894
36,0.382698857644025,0.4285003642124288,1.0000001e-06,0.34943928639094035,0.9290072782834371
37,0.38302375242990605,0.42399029077852474,1.0000001e-06,0.3511536490917206,0.9287364848454793
38,0.3826159408863853,0.42985532087438244,1e-06,0.3518469615777334,0.9305504155158997
39,0.38153572952046116,0.4311258381079225,1e-06,0.3560677456855774,0.9277709698677064
40,0.383088333291166,0.42729704353739234,1e-06,0.35349159042040507,0.9311259762446086
41,0.38395102027584527,0.4287000252218807,1e-06,0.351991259654363,0.9290781855583191
42,0.3830830060383853,0.4275380218730253,1e-06,0.35103697816530866,0.9293398022651672
