epoch,iou_metric,loss,lr,val_iou_metric,val_loss
0,0.14727603881373344,2.170504111822914,0.001,0.1949823405345281,1.7806011231740315
1,0.21895339140120676,1.8052212149956648,0.001,0.11798048913478851,2.3440894412994386
2,0.2346620850265026,1.6226536603534922,0.001,0.1802074094613393,2.365437758763631
3,0.24195860813645756,1.48888632683193,0.001,0.28457222163677215,1.5147563616434734
4,0.2515069785626496,1.391517745957655,0.001,0.29442988395690917,1.177211020787557
5,0.26304240607163487,1.3117880537930657,0.001,0.2239440482854843,1.8967333189646403
6,0.2691222443300135,1.2389780590814703,0.001,0.2773624634742737,1.0854492934544882
7,0.2664689933903077,1.2681878800251905,0.001,0.2743830386797587,1.296507438023885
8,0.2816558581240037,1.1366624696815715,0.001,0.272987372080485,1.2777652581532797
9,0.28755388717441,1.0732999664895675,0.001,0.26834945718447367,1.0883054240544636
10,0.29562897790880766,1.0508280504451077,0.001,0.3126471002896627,1.0589548714955648
11,0.3026993206143379,0.9972308032652911,0.001,0.31906818826993305,0.9505223735173544
12,0.30724249920424296,0.9778480185130063,0.001,0.3353706343968709,0.9447520399093627
13,0.3094641430237714,0.9538018870353698,0.001,0.3297778820991516,0.9678531789779663
14,0.3152126509126495,0.9144352271276361,0.001,0.33840318441390993,0.793517910639445
15,0.3160606628656387,0.9049512988679549,0.001,0.2930132341384888,0.8667683331171672
16,0.31669720193919015,0.8924472137058482,0.001,0.3185238671302795,0.8609121100107828
17,0.3206910932414672,0.8665177303202012,0.001,0.30665297190348306,0.9906919892628988
18,0.32291104863671694,0.8336888666713939,0.001,0.13208296249310175,2.7141612148284913
19,0.3229590291135451,0.8548300800603978,0.001,0.2635238516330719,1.2141631571451823
20,0.3306423265092513,0.775016657184152,0.000100000005,0.3540934264659882,0.6680543788274129
21,0.34086597935241814,0.7106315391554552,0.000100000005,0.35623217821121217,0.652886954943339
22,0.3438330818625057,0.687081930847729,0.000100000005,0.34826019326845803,0.6533081269264222
23,0.3458468214553945,0.6656123640256769,0.000100000005,0.3580828289190928,0.6501387985547383
24,0.34976974371601555,0.6654672978906071,0.000100000005,0.3594366296132406,0.641568276087443
25,0.34950626751955816,0.6374922076393577,0.000100000005,0.3577312469482422,0.646736265818278
26,0.3526946598642013,0.6189138759234373,0.000100000005,0.35915860295295715,0.6504141807556152
27,0.35508051416453196,0.6153836782890207,0.000100000005,0.35925487597783407,0.6354966473579406
28,0.35660871332182603,0.6164941456037409,0.000100000005,0.35918393651644387,0.6325708174705506
29,0.35598407875089083,0.601071669143789,0.000100000005,0.3615454916159312,0.6355274772644043
30,0.35686754366930795,0.5924707252488417,0.000100000005,0.36322824279467264,0.6560808253288269
31,0.3583008550896364,0.5819216450172312,0.000100000005,0.3619831653436025,0.6266727574666341
32,0.36186662467087016,0.5741509080634397,0.000100000005,0.36432347536087034,0.6320421878496806
33,0.36252665505689735,0.562449476368287,0.000100000005,0.3614225633939107,0.6212724280357361
34,0.36322237333830665,0.5682048850550371,0.000100000005,0.36530362129211424,0.6420649433135986
35,0.36269769118112677,0.5465639592619503,0.000100000005,0.3623148731390635,0.6183536267280578
36,0.3647813852394328,0.5502800153283511,0.000100000005,0.36702264070510865,0.6421330857276917
37,0.3631134497768739,0.5426906840590869,0.000100000005,0.3557431157430013,0.6505441117286682
38,0.36384536108549903,0.531449756026268,0.000100000005,0.3595760715007782,0.6666275040308635
39,0.36644131215179665,0.5196072054961148,0.000100000005,0.36137880365053815,0.6429175837834676
40,0.3657265132665634,0.5113550433516503,0.000100000005,0.35970876256624856,0.6507134397824605
41,0.3639214947293786,0.49483911160160515,1.0000001e-05,0.3598152724901835,0.6342260622978211
42,0.3694355140363469,0.4980992503376568,1.0000001e-05,0.36275304357210797,0.6370200117429098
43,0.36803530531771045,0.4814604811808642,1.0000001e-05,0.3647041543324788,0.6349898020426432
44,0.3693656986951828,0.4855446071133894,1.0000001e-05,0.363185293674469,0.6330230871836344
45,0.3703569699736202,0.47180706385303944,1.0000001e-05,0.3663006238142649,0.6327749609947204
46,0.3716897632444606,0.47464185420204613,1.0000001e-06,0.366803955634435,0.6364997522036234
47,0.3707599407083848,0.4715284916057306,1.0000001e-06,0.36401251554489134,0.6366488043467203
48,0.3715154229542788,0.47352820789112765,1.0000001e-06,0.3634339555104574,0.6343768731753031
49,0.3710345587660285,0.47995637094273286,1.0000001e-06,0.36290740410486855,0.6374312710762023
50,0.37069916518295515,0.4765821544913685,1.0000001e-06,0.36589051127433775,0.6348661549886068
