epoch,iou_metric,loss,lr,val_iou_metric,val_loss
0,0.12170322179886758,2.104252139680526,0.001,0.09674466242392858,2.6064281908671063
1,0.22818258862285054,1.5519626489807579,0.001,0.22358253876368206,1.9378499794006347
2,0.25571303652489885,1.391110010287341,0.001,0.27216860512892405,1.7818500518798828
3,0.2690694859273293,1.3054100899135366,0.001,0.1580150866508484,2.306839033762614
4,0.2829556432191063,1.251348799607333,0.001,0.2655138899882635,1.3391507879892985
5,0.2961976624762311,1.1866757246325998,0.001,0.30935040056705476,1.179606064160665
6,0.308662877924302,1.0748757271906908,0.001,0.2805595960219701,1.1840868838628134
7,0.3158948689523865,1.0441953159781063,0.001,0.31426237324873607,1.1152614386876425
8,0.31760422261322246,1.0178471314907074,0.001,0.32846389333407083,1.0568282016118367
9,0.33345018793554865,0.9389058699327356,0.001,0.3144297637542089,1.275907457669576
10,0.3295446175862761,0.9483933004210977,0.001,0.3450183767080307,1.037460724512736
11,0.34027842476087455,0.9092415038277121,0.001,0.25992685357729595,1.4917095120747883
12,0.3406055596295525,0.8881802807134741,0.001,0.3564976209402084,1.0369896666208902
13,0.34792135105413546,0.863832889900488,0.001,0.3260758525133133,1.0868540891011556
14,0.35132440952693716,0.8011895519845625,0.001,0.35652592639128367,1.0209451818466186
15,0.3524300067214405,0.7990669761685764,0.001,0.3421018558740616,1.0346190174420675
16,0.35606315423460566,0.7864104576671824,0.001,0.3298709899187088,1.051971928278605
17,0.3594453260477851,0.8018755345134174,0.001,0.35225833336512247,0.8933549245198568
18,0.36297064020353204,0.7432454454898835,0.001,0.3454791663090388,0.8985700503985087
19,0.36626833747414983,0.7246548672984628,0.001,0.3239613705873489,1.0982348457972209
20,0.3618021212956485,0.718001411522136,0.001,0.3487527670462926,0.9827837721506755
21,0.36719315620029674,0.7103536056770998,0.001,0.35042433480421703,0.9769857533772787
22,0.37144695341587064,0.6722964707192253,0.001,0.3463065489133199,0.8894457801183064
23,0.37105953311218937,0.6549470882556018,0.001,0.34866724570592245,0.9848533074061075
24,0.37742411599439735,0.6384572148323059,0.001,0.3718263884385427,0.88507124265035
25,0.37865888255483965,0.6214499438860838,0.001,0.35919305721918743,0.9768360869089763
26,0.3762337863445282,0.6280434586020077,0.001,0.21514960289001464,2.085268063545227
27,0.37947296128553504,0.6242638536060557,0.001,0.3162547916173935,1.0923267300923665
28,0.3792819179156247,0.6360364409054027,0.001,0.29765753785769145,1.356143708229065
29,0.38101742334225597,0.6072093942936729,0.001,0.23423109819491705,1.5507547664642334
30,0.3827013344975079,0.5386812101392185,0.000100000005,0.3800529102484385,0.8433577839533488
31,0.39222917725058165,0.48573812868665245,0.000100000005,0.3774855144818624,0.8355732591946919
32,0.3979737696928137,0.45537760511917225,0.000100000005,0.3788044192393621,0.8387586625417074
33,0.39757870141197654,0.44568157821893695,0.000100000005,0.38187262376149494,0.8708029667536418
34,0.40214103327077977,0.43899804823538835,0.000100000005,0.3732555552323659,0.8578681111335754
35,0.4001355554777033,0.4271794190126307,0.000100000005,0.37465966165065767,0.8529388602574667
36,0.40451794796130236,0.4235293223752695,0.000100000005,0.3714011911551158,0.8368665862083435
37,0.4038787570771049,0.40975233069237543,1.0000001e-05,0.37356309572855634,0.8366574811935424
38,0.40533618744681865,0.4061712200326078,1.0000001e-05,0.374315514365832,0.8357850313186646
39,0.4040758883602479,0.41264367510290706,1.0000001e-05,0.37383372863133746,0.8410724035898844
40,0.40427210884935716,0.4029277775217505,1.0000001e-05,0.37678313235441846,0.8397514382998149
41,0.4042083215713501,0.3988650623489829,1.0000001e-05,0.37887182374795275,0.8396235875288646
42,0.4057425443565144,0.4060240093750112,1.0000001e-06,0.3768798001607259,0.8383370184898377
43,0.405146107042537,0.4011368198254529,1.0000001e-06,0.3760341274738312,0.840864044825236
44,0.4045561430384131,0.40080300865804447,1.0000001e-06,0.37746627151966095,0.8405885779857636
45,0.40580763557377986,0.4066618908678784,1.0000001e-06,0.37581269721190136,0.8408065378665924
46,0.40479401037973517,0.4010860845095971,1.0000001e-06,0.37722241719563804,0.8406684080759684
47,0.40506625112365274,0.4065531631252345,1e-06,0.37386960168679556,0.8394347409407298
48,0.4052493658135919,0.40079208503751196,1e-06,0.3736261574427287,0.8421114921569824
49,0.4051614585343529,0.40067410674165277,1e-06,0.37228611052036287,0.8412597362200419
50,0.40360706041840944,0.39402650054763344,1e-06,0.37462508499622343,0.8414306159814199
51,0.4047083665693508,0.402437663323739,1e-06,0.3778014441331228,0.8399371763070425
52,0.4041137612917844,0.4036878595632665,1e-06,0.37600396732489266,0.8409965515136719
53,0.4048399599510081,0.4077161769831882,1e-06,0.37288349548975624,0.842077184120814
