epoch,iou_metric,loss,lr,val_iou_metric,val_loss
0,0.07997797235257595,2.333085267754162,0.001,0.15925306797027589,1.7571306077639262
1,0.15882715947926043,1.676426335923812,0.001,0.16553896228472392,1.4050178201993306
2,0.20187269032878033,1.4620072436332703,0.001,0.22265426715215048,1.2229888435204823
3,0.22980862363296398,1.320681013359743,0.001,0.2707373015085856,1.1619344890117644
4,0.24817781769177494,1.2211475109352785,0.001,0.20963205655415854,1.2043451237678529
5,0.2597472995519638,1.11084434614462,0.001,0.25955168922742206,1.1345535397529602
6,0.27541299386936074,1.0518542741326724,0.001,0.2760159953435262,1.132803727388382
7,0.2807232234232566,1.0395387289804572,0.001,0.2802712035179138,1.1094916152954102
8,0.2844187693385517,1.0126974295868594,0.001,0.3143032419681549,0.8665698365370432
9,0.29762539640945546,0.943503063286052,0.001,0.29915497024854026,0.961752531528473
10,0.3067209874531802,0.9095115855862113,0.001,0.3335210963090261,0.9032415568828582
11,0.3100336105858578,0.8876436286112841,0.001,0.3202295692761739,0.9266637965043386
12,0.31916410631993236,0.8454122510026483,0.001,0.3418837289015452,0.8334011495113373
13,0.32832954298047456,0.8186799074271146,0.001,0.3350113435586293,0.8463318034013112
14,0.326881160104976,0.7780486974996679,0.001,0.3104737802346547,0.8705081331729889
15,0.33263841809595335,0.7646133213534074,0.001,0.3375216035048167,0.8891973741849264
16,0.3375377422220567,0.7548778932585436,0.001,0.332021507024765,0.8095714350541433
17,0.33992066513089575,0.7534089701315936,0.001,0.33390735030174257,0.7988683513800303
18,0.3435766500935835,0.725608008574037,0.001,0.33938624342282614,0.8023272585868836
19,0.34653909074909545,0.6947870067287893,0.001,0.34765169461568196,0.8376287055015564
20,0.3542411460595972,0.6607726344641517,0.001,0.3366838264465332,0.7864483288923899
21,0.3529322987268953,0.6343422662510592,0.001,0.3479080633322398,0.8023248398303986
22,0.35308816843173085,0.6433103152934243,0.001,0.36041098793347676,0.7577473402023316
23,0.3571055784295587,0.6126208481718513,0.001,0.3582447830835978,0.8011251735687256
24,0.35979821177089916,0.5885445421583513,0.001,0.3467053373654683,0.832914590438207
25,0.3621556257149752,0.5632553499586442,0.001,0.34360612273216246,0.8114720785617828
26,0.36505406008047214,0.5532848064338459,0.001,0.35738131642341614,0.766436349550883
27,0.36707219853120693,0.5094102915244944,0.001,0.35853686451911926,0.8335917842388153
28,0.3854376998017816,0.4365484887712142,0.000100000005,0.3577379782994588,0.7391160070896149
29,0.3899877639027203,0.4060524219274521,0.000100000005,0.3629947225252787,0.7588025569915772
30,0.3926549452192643,0.38078133846030515,0.000100000005,0.36138240893681844,0.7605874053637187
31,0.393854798709645,0.3698823698653894,0.000100000005,0.36365819136301675,0.7439245001475017
32,0.3943431901581147,0.3694098580409499,0.000100000005,0.3627266212304433,0.7485599331061046
33,0.3964110555017696,0.3582236829049447,0.000100000005,0.36201678435007734,0.7623270698388418
34,0.3971753163548077,0.34764297373154585,1.0000001e-05,0.36078293045361837,0.7563656810919444
35,0.3986177683577818,0.34262422977124946,1.0000001e-05,0.3657631488641103,0.7566092399756114
36,0.3998453925287022,0.3409894395751112,1.0000001e-05,0.3624712546666463,0.7591108564535777
37,0.4006444020832286,0.3384058390820728,1.0000001e-05,0.36058379530906676,0.7572309446334838
38,0.40083047530230353,0.3361887647825129,1.0000001e-05,0.36178842743237816,0.7572905445098876
39,0.40157392231857075,0.33795530210523045,1.0000001e-06,0.36386946320533753,0.7568578175703684
40,0.4006965514842202,0.33769251832190683,1.0000001e-06,0.35996068716049195,0.7574331895510356
41,0.39955461004201104,0.3380856105509926,1.0000001e-06,0.36265519460042317,0.7572716903686524
42,0.40089045440449433,0.33578490954988144,1.0000001e-06,0.36311848759651183,0.7563212513923645
43,0.4006671754051657,0.33413768289720314,1.0000001e-06,0.3608412969112396,0.7573810454209645
44,0.4001482407135122,0.33276409154429154,1e-06,0.3602967933813731,0.7573815349737804
45,0.4009073135782691,0.3326318651087144,1e-06,0.35970435897509256,0.7584104947249095
46,0.4009074636417277,0.3361806072207058,1e-06,0.3628257938226064,0.7578076350688935
47,0.40308029027546155,0.33645696222782134,1e-06,0.3600521131356557,0.7576717042922974
48,0.4020618743055007,0.33716029076015247,1e-06,0.3623656769593557,0.7567881365617116
49,0.401409538879114,0.3349674391220598,1e-06,0.3608388674259186,0.7572420787811279
50,0.3996306454434114,0.33668957138762756,1e-06,0.3601573860645294,0.7584502033392588
51,0.40161634729189033,0.3332109108216622,1e-06,0.3643072319030762,0.7558829979101817
52,0.4012245222750832,0.33598975127234176,1e-06,0.3609486671288808,0.7577313979466757
53,0.4014973026514053,0.335197247932939,1e-06,0.35989110469818114,0.7585055998961131
54,0.4006951121722951,0.33433294050833756,1e-06,0.36261599977811176,0.7583239630858103
55,0.3993154197580674,0.3364267630612149,1e-06,0.36262890378634133,0.7583198030789693
