epoch,loss,lr,val_loss
0,2.360770130437963,0.001,6.25785348892212
1,1.8886368792197283,0.001,6.071361980438232
2,1.7428631215936998,0.001,2.7989503447214763
3,1.5381865650064805,0.001,2.745659367243449
4,1.3946691362998065,0.001,1.2241578022638957
5,1.3000591040358824,0.001,1.134075984954834
6,1.2723153881465687,0.001,2.2833331616719565
7,1.2129377248006707,0.001,6.177376511891683
8,1.13727944949094,0.001,0.9338506976763408
9,1.096110173183329,0.001,0.9626725165049235
10,1.0688212147881002,0.001,1.4769917249679565
11,1.0279648700531792,0.001,1.0935783974329631
12,0.968422538708238,0.001,1.2291954318682352
13,1.0098227907629573,0.001,3.4355022652943927
14,0.8702882468349793,0.000100000005,0.7526259462038676
15,0.8072920466521207,0.000100000005,0.7155181241035461
16,0.7809971363053603,0.000100000005,0.6823065209388733
17,0.7650428608936422,0.000100000005,0.7153812336921692
18,0.7540120969099157,0.000100000005,0.7475654657681783
19,0.725924404684235,0.000100000005,0.7393758336702982
20,0.7194027270289028,0.000100000005,0.6985111983617147
21,0.7063632147803026,0.000100000005,0.6978368020057678
22,0.6697774906719433,1.0000001e-05,0.7027538935343425
23,0.6674469570552601,1.0000001e-05,0.7023026736577352
24,0.6593602073543212,1.0000001e-05,0.6972729221979777
25,0.6603504653187359,1.0000001e-05,0.7004798261324564
26,0.6509876602186876,1.0000001e-05,0.6940340216954549
