epoch,loss,lr,val_loss
0,2.018308637422674,0.001,1.9209885247548422
1,1.5174672826598672,0.001,1.5900503381093343
2,1.3312474546011757,0.001,3.477613115310669
3,1.2675108947473415,0.001,1.4905346202850343
4,1.1098628191386952,0.001,1.2623621606826783
5,1.1095430585917305,0.001,1.4601063680648805
6,0.9832746327975217,0.001,1.0181465673446655
7,0.939645836353302,0.001,1.1694347556432088
8,0.9126617967381196,0.001,0.9729806693394979
9,0.8745076825338252,0.001,0.9587117163340251
10,0.8502679357107947,0.001,1.0353780237833659
11,0.8043844394473468,0.001,1.1540128405888874
12,0.7939527081391391,0.001,0.8997441705067952
13,0.759647738477763,0.001,1.048596804936727
14,0.7353105636379298,0.001,0.8002436979611715
15,0.7196116864681243,0.001,1.100233956972758
16,0.6807261448397356,0.001,0.9747630341847737
17,0.6685540011700462,0.001,0.9886022075017293
18,0.6501288727101158,0.001,0.8244566853841145
19,0.6209178853736205,0.001,0.841463279724121
20,0.5096273764091379,0.000100000005,0.7211277969678243
21,0.4778927656832863,0.000100000005,0.7479443955421448
22,0.4535218342963387,0.000100000005,0.7327212969462077
23,0.44173253939432255,0.000100000005,0.7270537384351095
24,0.4344310585365576,0.000100000005,0.739178520043691
25,0.41994794740396385,0.000100000005,0.761775197982788
26,0.4039694991707802,1.0000001e-05,0.74432976881663
27,0.4023695283076342,1.0000001e-05,0.7385108947753907
28,0.4037852976777974,1.0000001e-05,0.7426121465365092
29,0.3984637440302793,1.0000001e-05,0.7329718081156412
30,0.3984889970106237,1.0000001e-05,0.738666083017985
