epoch,loss,lr,val_loss
0,2.195546330213547,0.001,2.5618448368708293
1,1.5032055150761323,0.001,1.7420904437700908
2,1.286887905036702,0.001,1.2677799089749655
3,1.2223379745553522,0.001,1.2647691496213278
4,1.0879812525300419,0.001,1.1668189271291096
5,1.0681668790648966,0.001,1.0756822295983632
6,0.9931495241557851,0.001,1.1271526579062143
7,0.9439042137650883,0.001,1.0241127840677897
8,0.9413991761207581,0.001,1.0752277394135794
9,0.903932317179792,0.001,0.981517823934555
10,0.8785497400339912,0.001,1.0931430951754253
11,0.8668129001996097,0.001,1.1992232751846315
12,0.7992330794124042,0.001,1.0288281031449635
13,0.7942053246848724,0.001,0.9465921688079834
14,0.7528258082095315,0.001,0.9053854942321777
15,0.7218651355014127,0.001,0.9772006797790528
16,0.7137194420309628,0.001,1.0410619648297628
17,0.6822971377653234,0.001,1.1706918839613596
18,0.6743245706137488,0.001,1.0124715602397918
19,0.6487537513760959,0.001,0.9464156117041905
20,0.5437628942026812,0.000100000005,0.7970061906178793
21,0.5160053502110874,0.000100000005,0.7616463764508565
22,0.4834805011398652,0.000100000005,0.737757592399915
23,0.47459692050428953,0.000100000005,0.7516266496976217
24,0.4590315580368042,0.000100000005,0.7596063202619553
25,0.4532630626068396,0.000100000005,0.7662368830045064
26,0.4435653526642743,0.000100000005,0.7490964184204737
27,0.43127359924947517,0.000100000005,0.73459634800752
28,0.42055444868171915,0.000100000005,0.738534038066864
29,0.41623055088169436,0.000100000005,0.7634884134928386
30,0.4070184966395883,0.000100000005,0.7713667639096577
31,0.40162927368107965,0.000100000005,0.7642106008529663
32,0.38939023082747176,0.000100000005,0.7792859083414078
33,0.3802253979269196,1.0000001e-05,0.7552973864475886
34,0.3779354208883117,1.0000001e-05,0.7594931799173356
35,0.37698748537722754,1.0000001e-05,0.7565639146169026
36,0.37400615921791863,1.0000001e-05,0.7587696170806885
37,0.37138928911265207,1.0000001e-05,0.7644096914927164
