epoch,loss,lr,val_loss
0,2.126865743328543,0.001,2.795769313176473
1,1.708904592149398,0.001,1.556698652903239
2,1.5339859670751235,0.001,1.5210851446787517
3,1.4241901069528917,0.001,3.2826896699269614
4,1.3328552698387819,0.001,1.331668074131012
5,1.2508515431600458,0.001,1.1803869350751242
6,1.167474677212098,0.001,1.236644360224406
7,1.1458210954245398,0.001,1.0968456085522968
8,1.1128063492213978,0.001,1.3062107102076213
9,1.0681888656055225,0.001,1.092087775071462
10,1.0080211436748505,0.001,2.5961288960774738
11,0.9997485497418572,0.001,1.084024186929067
12,1.0389423877351425,0.001,0.9954887286822001
13,0.9746536157411687,0.001,1.0350339567661286
14,0.9394020957455915,0.001,0.9276782437165578
15,0.979273762773065,0.001,1.100712157090505
16,0.9263323846985312,0.001,1.4360467378298443
17,0.9048150605313918,0.001,1.015937658548355
18,0.8770451066423864,0.001,1.0097551612059275
19,0.8852853279254016,0.001,0.9869481380780538
20,0.7707009481331881,0.000100000005,0.8778897368907929
21,0.72583159913035,0.000100000005,0.8652666250864665
22,0.7122532363849527,0.000100000005,0.8523075664043427
23,0.7006720560789108,0.000100000005,0.8496096011002858
24,0.6965837466015535,0.000100000005,0.8265949690341949
25,0.6926936139429317,0.000100000005,0.8320919509728749
26,0.6793766383563771,0.000100000005,0.8125000874201457
27,0.6715068937049192,0.000100000005,0.8610964409510294
28,0.6563558038543252,0.000100000005,0.8170691839853923
29,0.6486476976731245,0.000100000005,0.8348330223560333
30,0.6312031236466239,0.000100000005,0.8089181303977966
31,0.6340021846574896,0.000100000005,0.8350733689467112
32,0.6236761704963796,0.000100000005,0.8325605881214142
33,0.6121168926182915,0.000100000005,0.8078395275274912
34,0.6139674449668211,0.000100000005,0.8225227582454682
35,0.6078521685214604,0.000100000005,0.8248958921432495
36,0.6034773202503428,0.000100000005,0.7851098704338074
37,0.5965347172582851,0.000100000005,0.8074860620498657
38,0.5861562581623302,0.000100000005,0.8128632430235545
39,0.5781650116864373,0.000100000005,0.8050614027182261
40,0.5675617342486101,0.000100000005,0.7645157460371653
41,0.5714190845629749,0.000100000005,0.775373994509379
42,0.548979607259526,0.000100000005,0.7569963010152181
43,0.5500030907462625,0.000100000005,0.7785908492406209
44,0.5503981988570269,0.000100000005,0.7742628983656565
45,0.546334392358275,0.000100000005,0.774211833079656
46,0.5416847125572317,0.000100000005,0.7896255044142405
47,0.5387447218684589,0.000100000005,0.7712545192241669
48,0.5182503057578031,1.0000001e-05,0.7857555870215098
49,0.5118928101483513,1.0000001e-05,0.7869620350996653
50,0.5206849682681701,1.0000001e-05,0.7816347920894623
51,0.5090857759293388,1.0000001e-05,0.7740868699550628
52,0.5087116447792334,1.0000001e-05,0.7830210622151693
