epoch,loss,lr,val_loss
0,1.9843008298032423,0.001,1.8084248971939088
1,1.417979325617061,0.001,1.6002444394429525
2,1.2556528138413148,0.001,1.4923048067092894
3,1.2106137115815108,0.001,1.5677199204762777
4,1.1069276914175818,0.001,1.4027739683787028
5,1.0461081249573652,0.001,1.099371264775594
6,0.9559145408167559,0.001,0.9757364153861999
7,0.9415042774817522,0.001,1.0724745229880015
8,0.9132566693249871,0.001,1.030532021522522
9,0.8714344682763605,0.001,0.9611575412750244
10,0.8320386070363662,0.001,1.170794922510783
11,0.8110324403468301,0.001,0.8268400120735169
12,0.7477997561412699,0.001,1.0041154925028484
13,0.749318502685603,0.001,0.9339487624168396
14,0.7119494277589461,0.001,0.882804410457611
15,0.7523042751761044,0.001,1.0225881290435792
16,0.7086200456058278,0.001,1.0146010867754618
17,0.5665611160502714,0.000100000005,0.8087198472023011
18,0.524135313630104,0.000100000005,0.7715318536758423
19,0.4924964958254029,0.000100000005,0.7827052438259124
20,0.47386060504352345,0.000100000005,0.7449596289793651
21,0.45075315650771647,0.000100000005,0.7422297954559326
22,0.4352023753173211,0.000100000005,0.7834263654549917
23,0.4210570283672389,0.000100000005,0.7395136900742849
24,0.4182794392108917,0.000100000005,0.7210312211513519
25,0.397363879645572,0.000100000005,0.7571608531475067
26,0.39260306786088384,0.000100000005,0.7545778020222982
27,0.380824995479163,0.000100000005,0.7802203706900279
28,0.37450764536857606,0.000100000005,0.7724670894940694
29,0.37192482091048185,0.000100000005,0.7914814364910125
30,0.34699231026803745,1.0000001e-05,0.7727098119258881
31,0.33981819617397646,1.0000001e-05,0.7862031491597493
32,0.3384768592434771,1.0000001e-05,0.7843653166294098
33,0.3382613876461983,1.0000001e-05,0.7831079002221425
34,0.3321778270777534,1.0000001e-05,0.7966726819674174
