epoch,loss,lr,val_loss
0,2.2381994593844694,0.001,3.0747672589619954
1,1.7981989155096165,0.001,1.5486833095550536
2,1.7412866397464977,0.001,1.7220417896906535
3,1.5020860229520236,0.001,3.0926213836669922
4,1.436927695274353,0.001,2.3686243120829262
5,1.336964402549407,0.001,1.1116910537083944
6,1.2288939362413742,0.001,3.6944517707824707
7,1.2427224319121417,0.001,1.101170494556427
8,1.1578343989568598,0.001,0.9676957297325134
9,1.1080801802522995,0.001,0.9790887506802877
10,1.0412063508173999,0.001,1.0381482442220051
11,1.014844170177684,0.001,0.9372048894564311
12,0.9847201047925388,0.001,0.8937194554011026
13,0.9200790139506845,0.001,1.8422514311472575
14,0.8851051875422983,0.001,0.8241974222660065
15,0.8592234672518337,0.001,1.1185323484738667
16,0.8775913233967388,0.001,2.2708691501617433
17,0.8342685837254805,0.001,0.8322215696175893
18,0.8255908884721643,0.001,0.7618651493390401
19,0.824453575646176,0.001,0.908027974764506
20,0.794217465134228,0.001,0.8283542295296987
21,0.7657694107294083,0.001,0.7951263809204101
22,0.6984895253882689,0.001,0.8258443156878154
23,0.6786494985047509,0.001,0.9175311621030172
24,0.5892428658639683,0.000100000005,0.6105326433976491
25,0.5443945272179211,0.000100000005,0.589196230173111
26,0.5278473591103273,0.000100000005,0.5868309464057286
27,0.5172433887159124,0.000100000005,0.5980807632207871
28,0.498914746782359,0.000100000005,0.6093847411870956
29,0.48272447195123225,0.000100000005,0.596373346845309
30,0.4752331644647262,0.000100000005,0.5847064638137818
31,0.47026923460118913,0.000100000005,0.6039343210061391
32,0.4566658828539007,0.000100000005,0.5889013703664144
33,0.45400299990878384,0.000100000005,0.6065753096342087
34,0.4532404704830226,0.000100000005,0.6013597722848256
35,0.44298262348946404,0.000100000005,0.5866189082463582
36,0.4275211838413687,1.0000001e-05,0.5913708047072093
37,0.422292195716325,1.0000001e-05,0.5905193003018697
38,0.420940400502261,1.0000001e-05,0.5865224250157675
39,0.4242222257046139,1.0000001e-05,0.587638342777888
40,0.4181674906085519,1.0000001e-05,0.5904337787628173
