epoch,loss,lr,val_best_iou,val_loss
0,0.21239424043348315,3.4299996e-05,0.8527331189710612,0.3447527329638073
1,0.21679452459517895,3.4299996e-05,0.8520900321543409,0.36468329814852624
2,0.21558382295607986,3.4299996e-05,0.8504823151125402,0.4124434368978359
3,0.21812938198367987,3.4299996e-05,0.8498392282958198,0.365915258645628
4,0.2142532209605354,3.4299996e-05,0.8511254019292605,0.345728690840807
5,0.21225057261233032,3.4299996e-05,0.8530546623794213,0.3531885754161326
6,0.2106235158767081,3.4299996e-05,0.8536977491961415,0.3501341293574913
7,0.21442431228987616,3.4299996e-05,0.8495176848874599,0.3527942446458761
8,0.21315681062724254,3.4299996e-05,0.85016077170418,0.3521080353923166
9,0.2117139512655817,3.4299996e-05,0.8508038585209003,0.3739413823632949
10,0.20793807828523117,3.4299996e-05,0.8508038585209003,0.3759311515227008
11,0.21152831642793868,3.4299996e-05,0.8559485530546626,0.32039371132850647
12,0.20705534010633447,3.4299996e-05,0.8530546623794213,0.32532835505016366
13,0.21453264814413397,3.4299996e-05,0.8495176848874599,0.3468855794315553
14,0.20775111058813966,3.4299996e-05,0.8511254019292605,0.3263564160111633
15,0.20758242132348104,3.4299996e-05,0.8556270096463023,0.3310511962202201
16,0.20857061702198185,3.4299996e-05,0.8475884244372991,0.33532074731070893
17,0.21106738935172842,2.4009996e-05,0.8504823151125402,0.3300984840109417
18,0.20695392608125437,2.4009996e-05,0.8517684887459808,0.32770521737563263
19,0.20815414473885688,2.4009996e-05,0.8543408360128617,0.323652271097496
20,0.2045025954243518,2.4009996e-05,0.8527331189710612,0.36225933430662494
21,0.20488630600113045,2.4009996e-05,0.8488745980707395,0.35173306060757287
22,0.20591837735343574,1.6806996e-05,0.8517684887459808,0.37625191573928024
23,0.20369433464204567,1.6806996e-05,0.8485530546623794,0.360880767848714
24,0.2032831814312114,1.6806996e-05,0.8488745980707395,0.3421892644028955
25,0.2037026468083667,1.6806996e-05,0.8485530546623794,0.3436043301291788
26,0.20238042387797522,1.6806996e-05,0.8553054662379421,0.32439211854214073
27,0.20348260604030707,1.1764898e-05,0.8536977491961415,0.3197643251376903
28,0.20228815682205273,1.1764898e-05,0.8520900321543409,0.318683313116
29,0.20165304307039467,1.1764898e-05,0.8546623794212217,0.32311867738076727
30,0.20173442227363986,1.1764898e-05,0.8540192926045017,0.32736967456110805
31,0.20430747550340583,1.1764898e-05,0.8562700964630225,0.32037797828962566
32,0.20263322157717004,1.1764898e-05,0.8569131832797428,0.320890513215801
33,0.2027002471545281,1.1764898e-05,0.857234726688103,0.31655743972089895
34,0.2051275681788735,1.1764898e-05,0.857877813504823,0.3134399308460702
35,0.20239556712777948,1.1764898e-05,0.8530546623794211,0.3245908957202335
36,0.2031648078661755,1.1764898e-05,0.8533762057877813,0.3185926135329955
37,0.2037224932992088,1.1764898e-05,0.8559485530546623,0.3180500390157822
38,0.19914590144254166,1.1764898e-05,0.8575562700964632,0.3149989691961233
39,0.2005707958716823,1.1764898e-05,0.8556270096463023,0.31366727000455763
40,0.2004150413946381,8.235428e-06,0.8578778135048232,0.3137010598489326
41,0.19943832988302615,8.235428e-06,0.8562700964630225,0.3151704569817356
42,0.19991324933726948,8.235428e-06,0.857556270096463,0.31828920380287234
43,0.20034642672291864,8.235428e-06,0.8569131832797428,0.31989021398055206
44,0.200993981067453,8.235428e-06,0.8569131832797428,0.32004844524277754
45,0.19996897223163912,5.7648e-06,0.8565916398713825,0.32082837863175434
46,0.19917458572742688,5.7648e-06,0.857234726688103,0.3196183420070881
47,0.2009467840186361,5.7648e-06,0.8562700964630223,0.3187606026122041
48,0.19913816447855878,5.7648e-06,0.8565916398713825,0.31826028591950223
49,0.20032691791666143,5.7648e-06,0.8556270096463023,0.3198825152069809
50,0.2025977776951727,4.03536e-06,0.8562700964630223,0.31628690904359724
51,0.20107861523814405,4.03536e-06,0.8572347266881027,0.3160316588123512
52,0.19933210834631424,4.03536e-06,0.857234726688103,0.3156037583611786
53,0.19882122242263875,4.03536e-06,0.8572347266881027,0.3155212071739209
54,0.19980696370846546,4.03536e-06,0.8585209003215434,0.3149905742843818
