epoch,fill_requirement,loss,lr,val_best_iou,val_loss
0,True,0.2495404936221011,5e-05,0.8459807073954985,0.564102509157834
1,True,0.2510222137858479,5e-05,0.8559485530546626,0.5652375278748883
2,True,0.25414056798639734,5e-05,0.8543408360128619,0.5962227056839076
3,True,0.25658299322892997,5e-05,0.8475884244372991,0.6194906833183343
4,True,0.2465061826087699,5e-05,0.8485530546623794,0.5916788217243274
5,True,0.25020141477115077,5e-05,0.8508038585209003,0.6347834418057628
6,True,0.24359698519798811,5e-05,0.8463022508038587,0.585167097460802
7,True,0.24180314238419093,3.4999997e-05,0.8472668810289389,0.5676307480818206
8,True,0.24218225462861065,3.4999997e-05,0.8517684887459808,0.5746990424068794
9,True,0.24139514065843118,3.4999997e-05,0.8511254019292605,0.5557714471671359
10,True,0.2386953112477186,3.4999997e-05,0.8559485530546626,0.5583741602598663
11,True,0.23922111648256092,3.4999997e-05,0.8543408360128619,0.5590304499462103
12,True,0.23665901035145487,2.4499997e-05,0.857234726688103,0.5556122247620794
13,True,0.23795489139861165,2.4499997e-05,0.8585209003215434,0.5446204695958416
14,True,0.23492672306681225,2.4499997e-05,0.8530546623794214,0.5490566751293814
15,True,0.23335615395999176,2.4499997e-05,0.8559485530546626,0.5557649974558514
16,True,0.2332611840344463,2.4499997e-05,0.8508038585209003,0.56588957652785
17,True,0.23433290010335364,2.4499997e-05,0.8498392282958199,0.5817795438973467
18,True,0.2333575675309355,2.4499997e-05,0.8514469453376207,0.5595374726405864
19,True,0.22903223173093837,1.7149998e-05,0.8527331189710612,0.5597262823792516
20,True,0.2293938851776892,1.7149998e-05,0.8533762057877813,0.5691598790826522
21,True,0.22753451066443542,1.7149998e-05,0.8556270096463023,0.5517241062171206
22,True,0.22980565365258965,1.7149998e-05,0.8559485530546626,0.5552118267756183
23,True,0.2269084066060822,1.7149998e-05,0.8549839228295821,0.5495403934138381
24,True,0.22735407173616892,1.2004998e-05,0.8543408360128617,0.563548580434928
25,True,0.22683051404517937,1.2004998e-05,0.8559485530546626,0.5551477536990328
26,True,0.22737838430061683,1.2004998e-05,0.8527331189710612,0.593559383100252
27,True,0.22548936840835954,1.2004998e-05,0.8514469453376204,0.5924948737073175
28,True,0.2233553143599238,1.2004998e-05,0.8536977491961415,0.5774159168411298
29,True,0.2234786368829344,8.403498e-06,0.8546623794212219,0.57664396836635
30,True,0.2228445646527966,8.403498e-06,0.8536977491961416,0.5777311349030093
31,True,0.22176628536681584,8.403498e-06,0.8549839228295819,0.5802912320163089
32,True,0.22309256702236124,8.403498e-06,0.8524115755627011,0.572670242410764
33,True,0.22311086988969575,8.403498e-06,0.8543408360128619,0.575557798722166
